sector;province;2014-09;2015-09;2015-08;2014-10;2015-10;2014-11;2015-11;2014-12;2015-12;2015-01;2016-01;2015-02;2016-02;2015-03;2016-03;2015-04;2016-04;2015-05;2016-05;2015-06;2016-06;2015-07;2016-07;2016-09;2016-08;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2018-12;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-07;2020-06;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-12;2021-11;2022-01;2022-02;2022-03;2022-04;2022-06;2022-05;2022-08;2022-07;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05
 Çelik;BALIKESIR;1585.8038;1154.31596;1438.03902;1224.46898;1488.08857;2296.95706;1566.28427;1872.06472;1884.54252;1714.81465;1029.60218;1254.43598;1707.01624;1571.37269;1646.17313;1571.86122;1971.86693;1274.10625;1700.44408;1346.64543;1583.85309;1064.52814;590.70243;1264.38749;1724.27503;1492.04683;1921.54594;1279.59572;1275.33576;1434.8348;1650.64608;1552.92205;1481.26262;1621.30769;1738.0679;1953.95973;1477.22474;1256.45094;1641.81025;1641.81025;2093.72966;2029.9723;2188.07539;2043.05949;1978.32957;1723.00933;1627.78874;1352.26531;1469.29278;2580.99271;2373.12289;1539.64513;1841.77086;1567.80777;2113.90796;1735.82801;2434.85235;1325.96467;1950.81813;1474.63415;2319.27632;2244.63322;2651.97853;1549.66879;1697.77777;1776.98436;1819.37678;2172.64148;1952.24337;2649.11007;2021.27892;1776.92405;2440.42048;2056.17518;2358.20167;2441.12873;2526.50836;2357.40215;3024.52156;3637.53631;2228.54674;3866.69703;2757.80455;3031.16123;3748.23036;3533.86128;3861.73868;3347.37594;2866.62661;4360.49773;5630.95438;6151.31011;4643.70296;4403.13669;4438.04758;3245.65073;4011.73781;2335.93458;2589.87538;1533.00764;1794.30436;1891.91424;2576.00199;1871.24321;2249.45811
 Çimento Cam Seramik ve Toprak Ürünleri;BALIKESIR;121.84181;159.65464;145.38292;96.46166;97.28119;58.04939;72.56362;71.37595;243.99221;52.8921;122.20676;76.46099;380.46981;160.87847;137.61995;146.19966;82.05142;160.00048;133.48839;338.92095;199.84216;174.30163;52.21224;248.64796;187.68045;284.52015;417.10401;278.31873;88.81056;126.55447;216.01545;428.40508;571.48056;413.66284;186.78366;275.8443;191.48565;522.00608;277.2868;277.2868;151.96894;290.40425;281.76458;382.80866;399.80647;192.76712;195.68709;202.61577;126.74566;320.10929;530.60635;65.94085;360.84995;348.21923;623.66041;744.25269;677.16977;136.98894;298.68344;149.11393;406.62143;731.09036;715.67965;755.89456;436.2606;966.11986;974.81271;171.8121;336.6657;563.40139;337.22937;144.72669;452.64105;548.41927;774.91301;963.86693;566.89141;504.56359;1041.84855;714.69899;417.02276;799.41619;287.16909;351.21122;595.45246;1433.74383;1018.77453;1089.84949;1202.39621;972.25314;2096.79588;1355.60241;947.41299;862.94669;641.1893;304.02267;568.95602;686.40346;441.72058;1356.61834;441.17261;473.71754;486.53145;483.57516;206.59126
 Demir ve Demir Dışı Metaller ;BALIKESIR;1719.53801;1328.41992;1453.12841;1577.41066;1660.75619;2324.94337;1372.68713;2324.32792;1920.63903;1801.72345;1500.91646;1407.4358;2129.36288;1896.5641;1928.154;1737.23229;1786.63815;1634.88198;1514.89253;1995.48715;2132.06447;1601.07651;1309.16713;1558.46181;1898.48622;2280.58774;2228.69098;1565.59957;1847.19074;1778.0152;2134.45561;2001.35101;2496.14696;1882.67965;2069.83065;2248.66516;1932.77715;2651.56668;2414.35335;2414.35335;2835.20967;2434.6464;2585.34464;2435.88553;2301.14243;2075.23865;2644.2221;1887.26028;2276.36493;2720.83655;2799.74066;2358.2414;2415.14751;2295.27337;2460.54023;2872.98373;2776.32636;1568.23976;2365.32742;1820.66251;2101.78011;2709.38922;2371.24531;2624.15577;2006.9845;2364.40869;2546.6431;1935.5333;1438.06825;2144.58317;1785.69205;1971.21901;2223.72069;2618.06214;2098.6295;3213.66299;2579.40099;2848.87646;3524.8673;2478.61337;1760.39094;2902.85516;1868.1851;2573.73553;2860.31699;2645.96587;3155.35004;3028.68248;3033.39628;3024.39491;4610.92772;3352.87541;3140.50938;1892.86134;2561.30434;1994.38932;2785.82218;2492.58139;2390.67056;2823.36918;3061.26958;2830.3465;3906.97983;2193.09288;2735.67688
 Deri ve Deri Mamulleri ;BALIKESIR;911.68692;308.82799;796.98009;481.29413;475.35059;231.30966;94.91814;442.16944;282.45594;342.86713;169.08564;201.85713;111.27839;252.03867;99.94568;201.74117;156.04695;389.08243;203.14142;450.43382;168.84504;941.71603;336.90141;504.18665;581.7387;397.45546;197.11376;111.62097;302.14995;299.86094;252.54629;435.79039;451.31929;188.00779;148.96099;191.54826;165.62908;207.53906;220.03377;220.03377;195.48004;234.34864;299.02116;303.56963;331.67199;257.94508;83.1805;106.93549;271.77996;516.93583;268.68994;276.99189;310.68439;532.11507;650.36952;466.29757;535.61606;190.03763;71.33683;118.14326;313.82361;157.10278;51.41526;211.18248;112.67899;376.91077;244.64106;251.84267;139.24759;91.31923;159.43597;35.369;110.4559;111.15327;89.506;117.47296;73.80221;293.34491;527.09322;229.50869;169.02577;454.73244;112.56856;115.66842;799.99095;560.56699;816.46364;574.07951;370.03165;461.18369;1009.64595;1102.43677;494.23514;269.49018;468.79992;205.60118;320.45492;276.1683;202.63278;475.82337;329.23078;419.22268;776.81011;665.29178;576.82019
 Diğer Sanayi Ürünleri;BALIKESIR;0.0;0.06;0.0;0.0;10.36634;0.0;0.0;0.1;0.0;19.99792;0.0;0.38823;0.0;0.0;0.0;0.0;0.0;8.7857;0.0;20.48094;0.2985;0.3015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16885;0.0;0.0;24.286;1.31504;0.0025;0.0;0.013;3.1176;0.05;0.05;0.0;0.0;9.14449;0.234;6.17026;0.25797;2.81281;31.0787;0.0;9.40294;10.33328;0.0;13.38717;5.40556;105.45238;3.9077;25.41072;5.89413;6.8034;7.44652;3.7416;0.0;21.93569;47.52783;1.48332;16.14102;6.78012;0.0;0.0;0.71736;5.35676;0.38535;2.43058;6.07821;4.79325;3.43808;0.3792;0.79141;0.0;18.92916;0.0;0.14838;0.27;0.37522;4.21887;1.94914;0.0;0.0;40.08477;31.09164;30.25846;37.38831;12.18175;0.66524;0.0;0.0;0.225;3.20444;1.2936;24.17167;0.0;4.71699;0.0;26.4871;0.22089
 Elektrik ve Elektronik;BALIKESIR;8405.39196;9687.01027;4532.54735;1970.78766;16365.10844;2843.59821;4216.41546;17129.07755;8131.92935;12013.25074;4218.74839;1762.02632;22057.22845;5432.56664;13345.87313;3748.4845;10528.38184;14465.53709;9160.03958;15178.80145;6042.72929;21753.44191;7297.71423;8260.65366;9634.22891;2126.12327;19398.04952;16674.41171;2840.16225;2714.34761;4429.24867;9790.26414;2633.44039;4131.72132;7410.95317;4312.14153;7481.87953;10633.07862;8457.80823;8457.80823;1319.61775;3061.88212;6513.86173;6535.60042;1411.33148;5274.17579;12351.74133;4156.66394;9954.56659;5522.18807;7847.87941;2692.68488;12409.6333;4771.63425;16400.28806;5757.12439;2909.65603;4533.24656;8975.90607;3766.12178;6869.67068;10587.87498;13336.23437;6775.85116;5744.57201;13737.74369;3417.75867;9358.55243;15968.25535;4158.55012;12442.13919;5408.18267;5650.48549;7657.15048;3839.21545;19163.13976;3988.36993;3451.53;9791.62732;5574.56664;7239.36558;6000.38939;9465.72752;13598.23731;23418.92376;11710.33716;9386.18294;4494.93754;3301.62015;6967.3527;13510.14565;14247.44942;21214.74511;4772.02621;20025.47523;9314.70287;14225.0298;7785.57376;13860.08849;15277.99806;23110.51249;28149.45203;49514.38434;21183.72618;20455.69876
 Fındık ve Mamulleri ;BALIKESIR;3.62557;0.0;0.0;0.0;0.0;0.0;0.73742;0.0;0.23202;0.0;0.24042;0.0;0.0;2.92042;0.06507;0.0;0.0;1.9925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.51046;0.0;0.0;0.0;0.0;0.0;0.0;2.07619;2.07619;4.54581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.53611;0.0;0.0;0.02299;0.0;0.0;0.0;3.01271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Gemi, Yat ve Hizmetleri;BALIKESIR;0.0;0.0;10.71577;0.0;89.36593;0.0;0.0;0.0;0.0;0.0;77.668;0.0;81.4208;0.0;0.0;0.0;0.0;0.0;90.44127;0.0;86.165;0.0;0.0;0.0;0.0;168.94108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;144.35266;0.0;0.0;0.0;0.0;10.0;0.0;308.53635;86.77973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.78151;0.0;0.0;10.25776;0.0;0.0;0.0;0.0;0.0;0.0;85.74386;0.0;0.0;72.87234;0.0;0.0;901.57;0.0;450.842;0.0;454.785;452.885;0.0;0.0;0.0;27.5653;0.0;452.392;0.22;0.0;901.57;39.76047;0.0;452.285;0.0;450.365;0.0;0.0;0.0;0.0;0.0;1010.14883;0.0;1001.684;0.0884;500.842;1.38708;0.0;500.842
 Halı ;BALIKESIR;35.34559;41.85123;0.0;0.0;0.0;67.1951;0.0;45.57778;0.0;0.0;0.0;132.43376;0.25535;154.10281;2.27079;30.75324;9.55533;1.48387;1.66026;0.0;12.99258;0.0;11.85936;0.26401;0.0;0.0;0.0;1.95978;3.27817;1.49985;2.00894;2.92747;9.36184;2.13239;1.34936;15.25984;3.30727;25.92122;10.37036;10.37036;1.18012;5.0244;2.52841;0.0;6.05024;10.875;8.48331;4.03675;2.8355;11.17293;43.31594;0.0;15.47379;13.75178;35.1273;3.30038;0.0;0.35;13.25438;0.83277;15.42295;57.81409;72.99492;118.78161;23.85025;140.37953;57.219;0.0;6.10808;53.85747;19.9345;13.38154;71.60425;19.89633;62.87071;29.07868;12.57195;29.4065;3.12986;9.83596;0.0642;44.28627;5.91067;11.50716;54.39496;100.2404;27.67125;178.51021;30.67901;37.54062;33.07258;17.60536;46.67272;68.49109;74.12004;27.44254;0.15126;19.79907;38.51825;40.40905;10.21983;16.40284;0.0;0.0;0.0
 Hazırgiyim ve Konfeksiyon ;BALIKESIR;5891.80671;3254.25652;3870.74519;5336.20532;4345.66064;5835.50216;5098.70792;5421.13075;5056.0091;4977.74977;3989.43868;4404.32362;4424.44046;4535.38555;4817.42698;5034.52845;3957.16894;5030.86811;3562.56339;4327.98207;4863.47294;4388.1603;3447.63784;3458.20535;4082.31725;3430.31922;3692.80809;3580.27283;3953.04656;3543.85206;4521.37465;3782.71261;3990.77376;4987.08283;4544.24213;4889.83667;4024.61106;4138.78365;4817.19553;4817.19553;5760.3482;5306.29979;5897.55259;4792.71903;5176.69291;4598.68275;4174.9615;4553.0133;4788.10796;5746.24076;5763.85171;4676.22016;5041.52994;3508.81536;4831.17235;4378.65334;4630.65259;3368.00586;4310.31372;3534.40468;3093.79854;4337.01035;4448.89054;3495.84135;4154.25323;4059.96539;4364.4772;5414.066;5486.17357;5555.06009;6001.40542;5236.74999;5832.72312;5269.83442;5576.55215;5852.04313;5687.48809;5439.7207;6486.05323;6750.49551;6209.10886;7475.99927;5773.1019;5358.11086;5772.43481;5050.57527;8134.69492;6935.17871;5948.63176;6580.59393;7509.14976;6996.18028;6676.02581;5911.74457;6208.18641;5560.84882;5901.37869;5258.99984;5386.53542;5366.19898;4076.0675;4527.31552;4844.6739;3255.87561;4014.12258
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;BALIKESIR;646.9558;646.74931;916.5392;401.87615;734.24308;443.97813;690.83519;562.3755;645.99386;456.2451;463.01174;546.51415;570.90295;592.3679;946.99206;420.20145;774.98933;480.02056;607.19313;514.97389;711.86877;337.50062;758.96347;759.0797;656.75582;753.22649;812.55561;496.21082;374.59944;669.12701;741.83618;753.12658;667.27339;445.28892;853.30004;1390.6267;537.42839;628.47247;682.56077;682.56077;307.07262;479.82319;401.32319;521.74364;451.02587;576.55734;515.23736;828.93082;864.6667;1011.74507;1054.8314;1025.66598;1039.91498;882.82393;1166.9074;783.09211;1391.90871;390.23477;644.99965;721.268;881.71514;910.93003;1099.65997;948.57223;755.58476;725.36757;992.07825;1154.64534;532.94134;1486.2663;925.95528;1080.09204;1385.57209;1414.42013;1078.49076;1381.7585;1107.1407;988.20938;1211.25216;1009.48609;815.0258;1152.25485;1005.7601;1792.14859;1200.18892;1592.56587;1237.49907;1481.40089;1330.14646;1443.32838;1897.86613;1246.26416;1711.15682;868.12495;1714.26022;1119.11109;1753.56103;2775.92548;3474.88885;2519.3337;1993.00873;2213.19684;1686.23448;1261.39697;1916.96818
 İklimlendirme Sanayii;BALIKESIR;76.0134;255.51937;23.94961;272.30342;33.88634;148.08164;157.39555;323.22222;48.89265;19.34207;227.31633;34.06139;145.54073;130.51335;49.61476;86.39607;79.37583;214.40718;154.36153;82.01832;225.73411;398.39175;279.01696;157.99949;225.7771;1244.46509;88.665;30.9589;178.66619;28.02024;105.00991;155.70278;87.75982;87.92454;192.5029;424.22686;138.54937;171.63233;112.18911;112.18911;132.46008;88.61833;147.13053;129.78553;134.70937;213.58142;312.05793;379.26311;366.73548;193.83866;627.68436;60.76973;404.28044;82.21148;214.21977;46.82951;503.8701;291.58884;428.5095;244.31252;149.74847;307.56123;605.8847;122.67637;167.00122;116.56798;176.6886;73.43653;306.79732;153.49985;771.8761;243.48773;1809.5552;533.73179;283.33265;440.80773;430.78851;268.62678;273.57653;410.69513;406.08943;368.77684;487.93058;279.35379;926.56026;737.78569;514.5982;603.57355;560.35275;1016.65873;907.9755;1056.0481;855.81086;812.48239;875.69995;788.02469;998.31937;744.59994;818.36154;1049.61498;550.14224;455.6006;847.50357;362.97961;1109.50862
 Kimyevi Maddeler ve Mamulleri  ;BALIKESIR;2176.39312;862.34523;1127.04237;962.98217;1234.7504;1590.94846;1355.19718;2449.52927;1083.71003;695.75236;753.27163;1093.1502;1546.32774;1199.4776;971.63441;897.32599;1120.55736;2336.77979;1102.96217;1804.97841;1368.57936;1024.42994;494.36479;1022.28683;1347.80971;1513.31849;1862.48829;885.08134;1025.03091;1147.00006;1242.50551;1279.65017;2286.10913;1793.46904;1191.72911;1691.77643;1279.21587;2375.93787;1914.11229;1914.11229;2451.28802;2181.8618;3512.76621;3212.97919;3226.18308;2659.9797;4252.80189;2128.93193;2590.16468;2634.18718;4219.58114;1736.06225;2970.03222;1928.16036;3499.15196;2844.77239;2463.11934;1382.69916;2930.61789;1738.56765;2764.39319;3382.6715;3929.52604;3546.14967;2944.56736;3591.63539;2895.10007;1494.19419;2159.8336;3589.87152;3322.32203;3247.5688;3955.18137;4717.89203;4003.90331;5650.66558;2498.42999;4674.11106;3734.14591;4496.84443;4201.94994;4800.83926;3029.971;4381.75674;4693.32729;4310.40862;5075.40759;4326.49028;4635.01762;5991.07117;4144.91117;5771.92859;8861.91071;3600.01997;7951.74086;5419.77906;6234.22582;4271.06201;4165.137;4552.40147;2495.28802;4760.58686;4647.57479;3715.80598;4276.32199
 Kuru Meyve ve Mamulleri  ;BALIKESIR;7.0656;0.0;0.0;8.754;2.95004;0.0;22.0731;15.5;7.23164;24.34;10.06827;0.0;1.26408;3.8296;3.30489;0.0;0.75066;18.3503;1.34964;0.0;3.62862;0.0;0.0;9.77461;0.0;0.552;7.65064;0.0;0.636;0.828;3.37876;0.0;2.4264;0.28481;4.55976;11.19095;1.65421;8.33402;0.0;0.0;7.15498;5.53052;4.37764;2.24203;1.37695;6.631;0.50424;0.0;0.0;6.16367;0.38448;1.46552;0.64906;0.5832;4.7111;3.05739;3.34024;0.0;0.0;3.87701;0.37506;1.13969;5.79605;13.87039;0.0;0.0;7.32128;5.91326;8.86169;4.41516;0.49804;0.468;3.21518;12.65263;8.42287;1.64209;1.7304;0.1392;2.50613;0.114;0.20542;22.8626;1.719;0.276;4.34281;6.27582;9.30894;3.01626;8.0997;1.04747;0.0;0.0;0.0;0.0;2.44015;0.0;0.0;4.725;1.47769;0.77444;0.42748;0.0;3.05242;0.0;15.54137
 Madencilik Ürünleri;BALIKESIR;3331.75407;2666.5184;2380.0577;2664.47611;2567.181;2265.47137;2146.5568;2939.47337;2322.7728;1552.96657;1825.40098;2050.40625;2355.67405;2162.54411;2368.63977;2959.89335;2126.55257;2710.58758;1784.01862;2204.01183;2578.89549;2502.09981;1473.9895;2244.2111;3142.7838;2364.98506;2929.99246;2363.02732;1827.60544;2220.70683;1984.79303;2983.32413;2769.67898;3194.13026;2034.43323;3135.91725;2218.02578;3218.01365;3258.80442;3258.80442;2205.12596;2466.16609;3109.46392;2471.7087;3094.73431;2166.69724;3433.10419;3638.97899;2548.28317;3664.04969;11537.54772;1914.23346;1612.41572;2046.97823;2493.31379;3173.19554;3405.82087;1436.24325;2557.94364;2027.21744;2625.52917;1951.64985;2054.95892;1848.95883;1991.49369;2167.62703;2615.03402;2765.85736;2446.51904;4736.74982;3126.80177;2847.16358;2959.9732;3869.60784;4383.534;2716.47624;3222.19062;4627.99051;4578.13874;4195.17743;3707.56227;5632.73678;3077.72369;4621.22912;5053.32367;4108.8346;3770.00022;5652.53997;4220.2063;4403.53476;5068.64075;7743.47377;4879.15206;3889.05508;5869.57348;3704.19844;3566.48072;4374.07091;4395.5094;4508.41331;4056.67253;3202.25843;3784.65625;4592.72245;4327.98272
 Makine ve Aksamları;BALIKESIR;2364.18839;2072.06136;2607.94686;3371.81995;2003.30649;1492.06355;2174.11221;1976.5533;2540.98112;1577.36785;1375.99839;2465.43502;2375.58789;2610.89798;3608.89769;5922.7703;3270.81621;3158.54254;3583.5397;2726.44162;2617.89327;2820.68421;1349.2905;2424.08521;2388.31029;1846.52356;3622.49664;1338.79499;1407.84152;1873.92682;3111.08552;2995.8496;1952.09495;1767.04548;2774.85934;1624.1527;1463.8423;2535.11476;1784.18662;1784.18662;2371.94834;2189.93928;3962.44855;2085.6017;2219.30378;2053.95906;2125.74429;2355.25068;1934.90114;2039.69063;1600.33381;2123.26379;2165.2614;2052.3614;2785.8477;2499.77597;3865.64978;1878.73036;2512.10396;1344.92546;2180.87063;2931.46605;2541.21972;2845.03006;2647.14761;3445.92835;2758.74707;2772.66226;2612.54977;2243.70446;2504.97543;1232.76955;2810.82333;2735.45415;3132.40096;2161.03462;1986.10245;2940.36851;3116.58506;3025.28121;4774.22891;4241.86741;3787.84562;3312.91694;4668.22019;3391.43039;3532.44887;2744.79771;2732.05227;3274.89142;3709.31768;5398.89165;6867.28361;4431.08065;2972.91681;2103.53605;4126.82727;3585.3788;3333.08685;3896.61888;3092.19004;2772.58986;3503.71124;3054.50573;4494.35726
 Meyve Sebze Mamulleri ;BALIKESIR;1178.06787;1130.6854;861.81162;775.74468;1494.4257;1467.06889;1639.04612;2115.44208;1782.3421;1144.09473;1053.78106;1045.77521;1049.09561;966.86074;832.38465;873.99416;1360.30903;1161.03181;1242.01253;1332.22801;1152.19626;1356.35447;1386.81903;1263.52708;1044.14726;1565.51863;1307.16318;1066.09194;1834.71289;1064.03033;1752.80882;1191.22652;1180.73721;814.57275;822.97505;1411.91993;653.93181;1780.47152;1497.95444;1497.95444;1290.54861;1155.0958;1029.18169;1379.83238;1272.50157;1290.39703;1622.45456;1358.30008;1502.81111;1131.54607;1051.23351;919.80052;1695.49572;1665.22819;1398.91973;1882.04702;1114.05591;537.44205;732.69727;1168.8648;2575.03797;2038.81467;2287.98882;2762.12615;1063.14275;1808.84192;2678.90911;821.30814;539.65055;1272.35367;1029.28702;1448.86255;1889.46646;2971.96395;1773.31082;1767.21574;572.54969;1078.97695;1011.14497;1233.60158;1084.90316;1480.06958;1478.65228;1396.74057;2663.92901;2071.75008;2471.18227;1493.83516;2125.28444;1942.00521;1379.27435;1847.16752;1782.69361;810.4933;1053.32746;1312.81043;1345.76801;3613.19794;1970.01283;2194.08303;1205.26914;1327.7061;1901.96221;2188.96658;2429.30744
 Mobilya, Kağıt ve Orman Ürünleri;BALIKESIR;2415.96997;1297.53477;1405.68469;978.23195;866.39271;1168.13995;1580.24609;891.51351;1381.16361;1193.40035;1593.37158;1144.50151;1269.84461;1689.54903;1478.8073;1786.96422;1685.47836;1003.80904;984.23443;1418.6884;1578.85948;889.35498;988.66526;1260.55708;1057.384;1242.57144;1126.87152;632.09458;1324.70692;1204.8939;758.06379;1594.21355;1101.75617;1205.72658;1357.09832;779.5519;904.51716;1639.7344;1586.43113;1586.43113;976.48932;1366.65175;1820.7758;1526.21073;1138.35217;1408.39546;1498.84081;872.668;1348.03386;1182.20901;1688.79134;1221.38732;1079.52701;971.76329;1482.23672;1464.99245;1620.04383;1136.85263;1762.64718;1143.17145;1179.85218;1406.96559;1742.13056;1809.65724;1604.49563;1323.63001;1721.84169;568.96774;679.04265;1211.20453;1226.16252;683.71651;1511.2398;1021.04487;1475.74063;805.05611;1605.60731;1110.96302;1985.75663;1467.42204;1674.02352;1584.43481;1310.86781;1651.77646;1704.187;1593.1549;1332.13332;2016.45241;2163.35552;2103.21727;3930.75021;3486.86886;2970.01142;3031.82604;3189.86363;2733.3996;4379.98937;2746.82093;2708.94171;2210.34587;3415.92508;1975.4764;2581.13459;2055.25133;2149.18484
 Mücevher;BALIKESIR;0.0;0.0;2.5;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.174;186.84712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28764;0.0;0.0;0.05;1.0224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07034;0.47025;194.11484;0.0;0.0;0.0;0.0;123.66481;197.67353;0.64099;0.0;11.4659;0.0;0.0;0.0;0.0;4.18129;0.0;0.0;0.0;0.0;0.0;0.63797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.78624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;422.73471;0.0;0.0;65.97231;1.29286
 Otomotiv Endüstrisi;BALIKESIR;3287.46826;2072.87866;1986.51088;2999.76286;2356.24692;2568.75104;2270.85456;1679.56907;1841.99421;2941.41265;2364.28882;2809.44134;2510.13084;3477.47425;2746.56217;3294.15307;3367.00712;2746.97392;4767.56563;3250.87571;4642.19329;3078.96359;3393.47458;4180.23277;4396.34485;3801.84859;2661.58066;4173.99891;2734.57554;3791.34175;5545.21971;4153.51332;4423.7474;4754.29289;3426.49458;2982.44584;3319.5119;3901.70954;3687.94755;3687.94755;2664.16433;4557.76128;5108.41184;4092.08255;5183.4575;4723.15269;5084.7162;3373.88843;3653.9013;4181.48333;3683.95252;3847.55435;4315.98437;4760.23387;5253.81764;6050.1799;5977.47843;4629.52187;4341.83745;3133.09806;3667.6584;2313.02062;4487.80219;4068.99859;4489.65801;4810.06651;3845.63099;3149.46736;2832.45076;4070.54092;3520.42625;4190.34891;6123.94883;5010.90242;5058.08208;6151.17595;5206.38923;5602.69284;9003.51846;7327.09331;5909.92822;7478.34345;6197.85168;5385.89672;7082.16811;5807.74069;4431.86132;6488.35467;5562.17067;8259.02642;7789.67049;8931.72754;10049.30743;5868.45216;6520.79227;5863.9381;5611.19419;4271.36741;4898.02673;6225.13937;5582.70217;5812.61007;7753.31663;5310.22184;5665.0329
 Su Ürünleri ve Hayvansal Mamuller;BALIKESIR;14834.37631;9105.82397;8736.98284;13647.50889;11085.7089;14417.52729;9961.94389;19048.61568;8697.36414;19405.91111;12886.81276;14886.28436;10116.34651;11927.52977;7701.01161;11170.8085;7859.17742;7752.33713;8504.40404;5019.65361;10185.35215;8662.26052;7249.12517;10919.99813;11943.95161;11865.55043;11412.65693;17967.48201;13303.01552;10706.71855;12031.64086;13045.34635;13767.30507;13524.62029;15440.03053;15917.16907;14267.40826;15414.1034;15807.95935;15807.95935;21989.60202;12218.78094;14533.68418;16448.90829;16440.71377;14798.06399;17269.41218;13230.99091;13516.68921;14809.74184;18286.64192;22457.8602;19027.34938;13455.7632;15078.5439;15339.16016;18624.99569;13594.05102;12840.56269;9401.91508;13578.36956;15257.51043;13117.76018;13662.63743;11498.73271;10905.48675;13593.69976;16523.77802;9556.95499;10857.83915;10690.39766;10365.81432;12029.9296;13055.87465;13039.60128;15658.25531;15558.33013;15980.3859;11937.90274;16925.27756;11206.28027;19599.12968;13036.99721;12859.1634;14552.28959;15883.97204;28400.52939;11132.01955;19637.15101;13515.30765;18834.31428;21283.44597;21439.96516;17456.77319;16632.04624;17261.67956;16845.31102;15979.64957;15210.09451;13201.58255;23384.7434;15702.5638;12302.17519;9748.77476;12605.24821
 Süs Bitkileri ve Mamulleri;BALIKESIR;0.0;34.29456;70.54052;34.35966;12.59439;79.76257;945.05993;356.15363;490.83302;165.98132;471.96919;441.43639;92.28291;495.91736;90.36723;5.764;63.46157;0.0;0.0;0.0;2.54108;0.0;0.0;0.0;139.76814;38.86731;1125.59782;1093.32057;210.50962;426.62071;770.51859;116.00339;0.84212;218.31343;133.24291;82.86297;0.0;0.0;875.42237;875.42237;366.43562;616.19179;1262.68762;602.48842;398.93922;139.28837;402.12773;99.86367;0.0;0.0;890.41418;520.48567;1013.78171;715.5784;1468.12763;387.17593;294.92592;5.06264;203.59654;206.39854;195.6803;2.89049;1887.05237;1200.16639;612.35555;388.13517;975.73745;37.28979;28.71602;246.79646;145.62458;375.78952;0.0;0.0;971.67014;773.97209;891.7922;482.69827;885.71868;339.19057;377.08442;356.25802;238.82596;412.01051;71.95682;37.99249;925.01542;618.96709;449.96704;356.24454;590.63401;376.09612;110.50401;172.50669;377.87876;272.43265;90.63101;90.50712;480.83709;1049.84665;480.67002;1318.85348;696.59824;251.15947;199.46808
